subject,movement,status_mode,confidence,fs,t_start,t_end,win_samples,n_channels,y_str,y_int,subject_str,subject_int
1,WAK,2,0.9456521739130436,1920.0001344003344,0.0,0.399479166734375,768,9,WAK,3,1,0
1,WAK,2,0.6809895833333334,1920.0001344003344,0.2,0.599479166734375,768,9,WAK,3,1,0
1,WAK,3,0.8190104166666666,1920.0001344003344,0.4,0.799479166734375,768,9,WAK,3,1,0
1,WAK,3,0.74609375,1920.0001344003344,0.6,0.999479166734375,768,9,WAK,3,1,0
1,WAK,5,0.9856770833333334,1920.0001344003344,1.0,1.399479166734376,768,9,WAK,3,1,0
1,WAK,5,0.9497098646034816,1920.0001344003344,1.2,1.59895833171875,768,9,WAK,3,1,0
1,WAK,2,0.6769825918762089,1920.0001344003344,1.4,1.79895833171875,768,9,WAK,3,1,0
1,WAK,2,0.8697916666666666,1920.0001344003344,1.599479165015625,1.99895833171875,768,9,WAK,3,1,0
1,WAK,3,0.72265625,1920.0001344003344,1.999479165015625,2.39895833171875,768,9,WAK,3,1,0
1,WAK,5,0.9973958333333334,1920.0001344003344,2.399479165015625,2.79895833171875,768,9,WAK,3,1,0
1,WAK,5,1.0,1920.0001344003344,2.599479165015625,2.998437498140625,768,9,WAK,3,1,0
1,WAK,2,0.8964497041420119,1920.0001344003344,2.998958331578125,3.398437498140625,768,9,WAK,3,1,0
1,WAK,3,0.9674479166666666,1920.0001344003344,3.398958331578125,3.798437498140625,768,9,WAK,3,1,0
1,WAK,5,0.76171875,1920.0001344003344,3.798958331578126,4.198437498140626,768,9,WAK,3,1,0
1,WAK,5,1.0,1920.0001344003344,3.998958331578125,4.397916665953125,768,9,WAK,3,1,0
1,WAK,2,0.850609756097561,1920.0001344003344,4.398437499390625,4.797916665953125,768,9,WAK,3,1,0
1,WAK,2,0.60546875,1920.0001344003344,4.598437499390625,4.997916665953126,768,9,WAK,3,1,0
1,WAK,3,0.7330729166666666,1920.0001344003344,4.798437499390626,5.197916665953125,768,9,WAK,3,1,0
1,WAK,5,0.8528645833333334,1920.0001344003344,5.198437499390625,5.597916665953125,768,9,WAK,3,1,0
1,WAK,5,1.0,1920.0001344003344,5.398437499390625,5.797395832890625,768,9,WAK,3,1,0
1,WAK,2,0.6052060737527115,1920.0001344003344,5.598437499390625,5.997395832890625,768,9,WAK,3,1,0
1,WAK,2,0.9124820659971306,1920.0001344003344,5.79791666615625,6.197395832890625,768,9,WAK,3,1,0
1,WAK,3,0.8932291666666666,1920.0001344003344,6.197916666156249,6.597395832890625,768,9,WAK,3,1,0
1,WAK,5,0.8255208333333334,1920.0001344003344,6.59791666615625,6.997395832890625,768,9,WAK,3,1,0
1,WAK,5,1.0,1920.0001344003344,6.79791666615625,7.19687499940625,768,9,WAK,3,1,0
1,WAK,5,0.6110236220472441,1920.0001344003344,7.197395832703125,7.59687499940625,768,9,WAK,3,1,0
1,WAK,5,1.0,1920.0001344003344,7.397395832703126,7.796874999406251,768,9,WAK,3,1,0
1,WAK,2,0.6588541666666666,1920.0001344003344,7.997395832703125,8.39687499940625,768,9,WAK,3,1,0
1,WAK,3,0.8264580369843528,1920.0001344003344,8.197395832703126,8.596354165812501,768,9,WAK,3,1,0
1,WAK,3,0.7418604651162791,1920.0001344003344,8.397395832703126,8.7963541658125,768,9,WAK,3,1,0
1,WAK,5,0.8229166666666666,1920.0001344003344,8.79687499925,9.1963541658125,768,9,WAK,3,1,0
1,WAK,5,0.6354166666666666,1920.0001344003344,8.99687499925,9.3963541658125,768,9,WAK,3,1,0
1,WAK,2,0.70703125,1920.0001344003344,9.39687499925,9.7963541658125,768,9,WAK,3,1,0
1,WAK,3,0.7395833333333334,1920.0001344003344,9.596874999250002,9.996354165812502,768,9,WAK,3,1,0
1,WAK,3,0.9503239740820736,1920.0001344003344,9.79687499925,10.195833330968751,768,9,WAK,3,1,0
1,WAK,5,0.7252604166666666,1920.0001344003344,10.196354164406252,10.595833330968752,768,9,WAK,3,1,0
1,WAK,5,0.7903645833333334,1920.0001344003344,10.396354164406253,10.795833330968753,768,9,WAK,3,1,0
1,WAK,2,0.6263020833333334,1920.0001344003344,10.796354164406251,11.195833330968751,768,9,WAK,3,1,0
1,WAK,3,0.889795918367347,1920.0001344003344,11.196354164406252,11.595312496843752,768,9,WAK,3,1,0
1,WAK,5,0.76171875,1920.0001344003344,11.595833330281252,11.995312496843752,768,9,WAK,3,1,0
1,WAK,5,0.625,1920.0001344003344,11.795833330281251,12.195312496843751,768,9,WAK,3,1,0
1,WAK,2,0.7877604166666666,1920.0001344003344,12.195833330281252,12.595312496843752,768,9,WAK,3,1,0
1,WAK,3,0.6783854166666666,1920.0001344003344,12.395833330281253,12.795312496843753,768,9,WAK,3,1,0
1,WAK,3,0.9414414414414416,1920.0001344003344,12.595833330281252,12.994791667562502,768,9,WAK,3,1,0
1,WAK,5,0.71875,1920.0001344003344,12.995312500828128,13.3947916675625,768,9,WAK,3,1,0
1,WAK,5,0.6822916666666666,1920.0001344003344,13.195312500828129,13.594791667562504,768,9,WAK,3,1,0
1,WAK,2,0.6614583333333334,1920.0001344003344,13.595312500828127,13.994791667562502,768,9,WAK,3,1,0
1,UPS,1,1.0,1920.0001344003344,0.0,0.399479166562501,768,9,UPS,2,1,0
1,UPS,1,1.0,1920.0001344003344,0.200000000000001,0.599479166562501,768,9,UPS,2,1,0
1,UPS,1,1.0,1920.0001344003344,0.400000000000001,0.799479166562501,768,9,UPS,2,1,0
1,UPS,1,1.0,1920.0001344003344,0.6,0.9994791665625,768,9,UPS,2,1,0
1,UPS,1,0.72265625,1920.0001344003344,0.800000000000001,1.1994791665625,768,9,UPS,2,1,0
1,UPS,2,0.6354166666666666,1920.0001344003344,1.0,1.399479166562501,768,9,UPS,2,1,0
1,UPS,3,0.6419270833333334,1920.0001344003344,1.2,1.599479166562501,768,9,UPS,2,1,0
1,UPS,3,0.76953125,1920.0001344003344,1.400000000000001,1.798958336015626,768,9,UPS,2,1,0
1,UPS,1,0.73046875,1920.0001344003344,1.6,1.998958336015626,768,9,UPS,2,1,0
1,UPS,1,1.0,1920.0001344003344,1.799479169281251,2.198958336015626,768,9,UPS,2,1,0
1,UPS,1,1.0,1920.0001344003344,1.99947916928125,2.398958336015625,768,9,UPS,2,1,0
1,UPS,1,1.0,1920.0001344003344,2.199479169281251,2.598958336015626,768,9,UPS,2,1,0
1,UPS,1,1.0,1920.0001344003344,2.399479169281251,2.798958336015625,768,9,UPS,2,1,0
1,UPS,1,0.7486979166666666,1920.0001344003344,2.599479169281251,2.998958336015626,768,9,UPS,2,1,0
1,UPS,2,0.6028645833333334,1920.0001344003344,2.79947916928125,3.198958336015626,768,9,UPS,2,1,0
1,UPS,3,0.6484375,1920.0001344003344,2.999479169281251,3.398958336015625,768,9,UPS,2,1,0
1,UPS,3,0.6041666666666666,1920.0001344003344,3.199479169281251,3.598437505156251,768,9,UPS,2,1,0
1,UPS,1,0.8958333333333334,1920.0001344003344,3.399479169281251,3.798437505156251,768,9,UPS,2,1,0
1,UPS,1,1.0,1920.0001344003344,3.59895833859375,3.998437505156252,768,9,UPS,2,1,0
1,UPS,1,1.0,1920.0001344003344,3.798958338593751,4.198437505156251,768,9,UPS,2,1,0
1,UPS,1,1.0,1920.0001344003344,3.998958338593752,4.398437505156252,768,9,UPS,2,1,0
1,UPS,1,0.6315104166666666,1920.0001344003344,4.198958338593751,4.598437505156252,768,9,UPS,2,1,0
1,UPS,2,0.66796875,1920.0001344003344,4.398958338593753,4.798437505156251,768,9,UPS,2,1,0
1,UPS,3,0.7005208333333334,1920.0001344003344,4.598958338593752,4.998437505156252,768,9,UPS,2,1,0
1,UPS,1,0.9036458333333334,1920.0001344003344,4.998958338593752,5.39791667003125,768,9,UPS,2,1,0
1,UPS,1,1.0,1920.0001344003344,5.19843750346875,5.597916670031249,768,9,UPS,2,1,0
1,UPS,1,1.0,1920.0001344003344,5.39843750346875,5.79791667003125,768,9,UPS,2,1,0
